",,Name,Username,""User Profile"",""Tweet ID"",Retweets,Comments,Favorites,""Is Retweet?"",Date,""Tweet Text"",""Tweet Source"",""Status URL"""
"2,,""Tatiana Nazer."",KataNazer,https://www.twitter.com/KataNazer,""ID: 1353825735920787456"",0,1,0,no,""2021-01-25 22:03:02"",""@BancoCUSCATLAN_ Me gustaría contactarme por DM con ustedes."",""Twitter for Android"",https://www.twitter.com/KataNazer/status/1353825735920787456"
"3,,""Banco CUSCATLAN"",BancoCUSCATLAN_,https://www.twitter.com/BancoCUSCATLAN_,""ID: 1353828254499663874"",0,0,1,no,""2021-01-25 22:13:03"",""@KataNazer Con gusto, @KataNazer. Le invitamos a validar la información solicitada a través de DM para asistirle. Quedamos atentos."",""Twitter Web App"",https://www.twitter.com/BancoCUSCATLAN_/status/1353828254499663874"
"2,,""Justo Salvador"",JustoSalvador8,https://www.twitter.com/JustoSalvador8,""ID: 1354900569941446656"",0,0,0,no,""2021-01-28 21:14:03"",""@BancoCUSCATLAN_ https://t.co/9cqC6fJCNM"",""Twitter Web App"",https://www.twitter.com/JustoSalvador8/status/1354900569941446656"
"3,,""Halcón Vigía."",AlexSintek5,https://www.twitter.com/AlexSintek5,""ID: 1355168520674435075"",0,1,1,no,""2021-01-29 14:58:47"",""@BancoCUSCATLAN_ Gracias.. pero NO..Esta es la solución..!!! https://t.co/t7u4chtRYv"",""Twitter Web App"",https://www.twitter.com/AlexSintek5/status/1355168520674435075"
",3-1,""Halcón Vigía."",AlexSintek5,https://www.twitter.com/AlexSintek5,""ID: 1355181346377887745"",0,0,0,no,""2021-01-29 15:49:45"",""@BancoCUSCATLAN_ Se los agradezco pero NO Fácil.!!! https://t.co/NhBf85nXoe"",""Twitter Web App"",https://www.twitter.com/AlexSintek5/status/1355181346377887745"
"4,,""Banco CUSCATLAN"",BancoCUSCATLAN_,https://www.twitter.com/BancoCUSCATLAN_,""ID: 1355173860602208256"",0,2,0,no,""2021-01-29 15:20:00"",""@AlexSintek5 Comprendemos su posición, @AlexSintek5. Sin embargo, como le comentamos anteriormente, permítanos asistirle contactándonos a través de DM. Hoy más que nunca trabajamos para usted."",""Twitter Web App"",https://www.twitter.com/BancoCUSCATLAN_/status/1355173860602208256"
"2,,""Banco CUSCATLAN"",BancoCUSCATLAN_,https://www.twitter.com/BancoCUSCATLAN_,""ID: 1354803991171850246"",33,7,167,no,""2021-01-28 14:50:17"",""¡Tu mejor amigo, siempre contigo! https://t.co/u9vYcVypYz"",""Twitter Web App"",https://www.twitter.com/BancoCUSCATLAN_/status/1354803991171850246"
"3,,""Roberto Martínez ??"",beitomartinez,https://www.twitter.com/beitomartinez,""ID: 1354804672721084419"",0,1,1,no,""2021-01-28 14:52:59"",""@BancoCUSCATLAN_ ??"",""Twitter Web App"",https://www.twitter.com/beitomartinez/status/1354804672721084419"
"4,,""Banco CUSCATLAN"",BancoCUSCATLAN_,https://www.twitter.com/BancoCUSCATLAN_,""ID: 1354806881886248960"",0,0,4,no,""2021-01-28 15:01:46"",""@beitomartinez https://t.co/hL6SrXZV2k"",""Twitter Web App"",https://www.twitter.com/BancoCUSCATLAN_/status/1354806881886248960"
"5,,""El que trabajaba desde casa"",edsonchamul,https://www.twitter.com/edsonchamul,""ID: 1354817797432307715"",0,1,1,no,""2021-01-28 15:45:08"",""@BancoCUSCATLAN_ ??????"",""Twitter for Android"",https://www.twitter.com/edsonchamul/status/1354817797432307715"
"6,,""Banco CUSCATLAN"",BancoCUSCATLAN_,https://www.twitter.com/BancoCUSCATLAN_,""ID: 1354891668722475013"",0,0,1,no,""2021-01-28 20:38:41"",""@chamulchamul https://t.co/5oRmpwuiOf"",""Twitter Web App"",https://www.twitter.com/BancoCUSCATLAN_/status/1354891668722475013"
"7,,""Spiritual Readings"",SpiritualReadi4,https://www.twitter.com/SpiritualReadi4,""ID: 1355147081057505282"",0,0,2,no,""2021-01-29 13:33:36"",""@BancoCUSCATLAN_ Hasta que por fin algo me gusta de este banco."",""Twitter for Android"",https://www.twitter.com/SpiritualReadi4/status/1355147081057505282"
"8,,""Claudia Mejía"",ClauMejia7,https://www.twitter.com/ClauMejia7,""ID: 1355171580675031041"",0,0,1,no,""2021-01-29 15:10:57"",""@BancoCUSCATLAN_ https://t.co/CbiE1yw9JC"",""Twitter for Android"",https://www.twitter.com/ClauMejia7/status/1355171580675031041"
"9,,""Omar Platero"",chevere1969,https://www.twitter.com/chevere1969,""ID: 1355187026094682117"",0,0,1,no,""2021-01-29 16:12:19"",""@BancoCUSCATLAN_ ??"",""Twitter for iPhone"",https://www.twitter.com/chevere1969/status/1355187026094682117"
